Date,Temperature
2011-12-06,72.0
2011-12-06,70.0
2011-12-06,72.0
2011-12-06,72.0
2011-12-06,70.0
2011-12-06,73.0
2011-12-06,67.0
2011-12-07,73.0
2011-12-07,71.0
2011-12-07,70.0
2011-12-07,69.0
2011-12-07,72.0
2011-12-07,68.0
2011-12-07,65.0
2011-12-07,70.0
2011-12-08,73.0
2011-12-08,71.0
2011-12-08,70.0
2011-12-08,72.0
2011-12-08,72.0
2011-12-08,70.0
2011-12-08,71.0
2011-12-08,67.0
2011-12-09,71.0
2011-12-09,68.0
2011-12-09,70.0
2011-12-09,70.0
2011-12-09,74.0
2011-12-09,66.0
2011-12-09,65.0
2011-12-10,73.0
2011-12-10,72.0
2011-12-10,72.0
2011-12-10,72.0
2011-12-10,72.0
2011-12-10,75.0
2011-12-10,69.0
2011-12-11,73.0
2011-12-11,71.0
2011-12-11,73.0
2011-12-11,70.0
2011-12-11,72.0
2011-12-11,71.0
2011-12-12,77.0
2011-12-12,72.0
2011-12-12,74.0
2011-12-12,76.0
2011-12-12,73.0
2011-12-12,70.0
2011-12-12,74.0
2011-12-12,69.0
2011-12-13,72.0
2011-12-13,71.0
2011-12-13,71.0
2011-12-13,69.0
2011-12-13,73.0
2011-12-13,70.0
2011-12-13,67.0
2011-12-13,69.0
2011-12-14,71.0
2011-12-14,71.0
2011-12-14,70.0
2011-12-14,71.0
2011-12-14,73.0
2011-12-14,70.0
2011-12-14,65.0
2011-12-14,68.0
2011-12-15,73.0
2011-12-15,72.0
2011-12-15,70.0
2011-12-15,72.0
2011-12-15,74.0
2011-12-15,73.0
2011-12-15,68.0
2011-12-15,69.0
2011-12-16,70.0
2011-12-16,71.0
2011-12-16,69.0
2011-12-16,71.0
2011-12-16,73.0
2011-12-16,71.0
2011-12-16,66.0
2011-12-16,69.0
2011-12-17,73.0
2011-12-17,71.0
2011-12-17,71.0
2011-12-17,69.0
2011-12-17,73.0
2011-12-17,67.0
2011-12-18,69.0
2011-12-18,72.0
2011-12-18,71.0
2011-12-18,72.0
2011-12-18,73.0
2011-12-18,74.0
2011-12-18,69.0
2011-12-19,74.0
2011-12-19,72.0
2011-12-19,70.0
2011-12-19,73.0
2011-12-19,72.0
2011-12-19,76.0
2011-12-19,68.0
2011-12-20,72.0
2011-12-20,72.0
2011-12-20,70.0
2011-12-20,74.0
2011-12-20,71.0
2011-12-20,72.0
2011-12-20,70.0
2011-12-21,71.0
2011-12-21,69.0
2011-12-21,72.0
2011-12-21,72.0
2011-12-21,69.0
2011-12-21,69.0
2011-12-21,68.0
2011-12-22,72.0
2011-12-22,71.0
2011-12-22,72.0
2011-12-22,73.0
2011-12-22,70.0
2011-12-22,71.0
2011-12-22,69.0
2011-12-23,72.0
2011-12-23,71.0
2011-12-23,73.0
2011-12-23,69.0
2011-12-23,70.0
2011-12-23,71.0
2011-12-24,70.0
2011-12-24,69.0
2011-12-24,72.0
2011-12-24,71.0
2011-12-24,70.0
2011-12-24,70.0
2011-12-24,65.0
2011-12-25,73.0
2011-12-25,74.0
2011-12-25,73.0
2011-12-25,75.0
2011-12-25,73.0
2011-12-25,69.0
2011-12-26,73.0
2011-12-26,72.0
2011-12-26,72.0
2011-12-26,75.0
2011-12-26,71.0
2011-12-26,71.0
2011-12-26,69.0
2011-12-27,72.0
2011-12-27,71.0
2011-12-27,72.0
2011-12-27,71.0
2011-12-27,70.0
2011-12-27,76.0
2011-12-27,69.0
2011-12-28,73.0
2011-12-28,71.0
2011-12-28,72.0
2011-12-28,69.0
2011-12-28,72.0
2011-12-28,69.0
2011-12-29,73.0
2011-12-29,72.0
2011-12-29,70.0
2011-12-29,73.0
2011-12-29,71.0
2011-12-29,77.0
2011-12-29,70.0
2011-12-30,72.0
2011-12-30,71.0
2011-12-30,66.0
2011-12-30,71.0
2011-12-30,65.0
2011-12-30,70.0
2011-12-30,73.0
2011-12-31,63.0
2011-12-31,67.0
2011-12-31,71.0
2011-12-31,65.0
2011-12-31,67.0
2011-12-31,65.0
2011-12-31,67.0
2011-12-01,69.0
2011-12-01,69.0
2011-12-01,70.0
2011-12-01,69.0
2011-12-01,69.0
2011-12-01,67.0
2011-12-01,66.0
2011-12-01,71.0
2011-12-02,68.0
2011-12-02,68.0
2011-12-02,68.0
2011-12-02,69.0
2011-12-02,69.0
2011-12-02,69.0
2011-12-02,69.0
2011-12-02,73.0
2011-12-03,73.0
2011-12-03,74.0
2011-12-03,73.0
2011-12-03,75.0
2011-12-03,72.0
2011-12-03,69.0
2011-12-03,71.0
2011-12-04,74.0
2011-12-04,73.0
2011-12-04,71.0
2011-12-04,73.0
2011-12-04,74.0
2011-12-04,70.0
2011-12-04,71.0
2011-12-05,73.0
2011-12-05,73.0
2011-12-05,71.0
2011-12-05,71.0
2011-12-05,73.0
2011-12-05,71.0
2011-12-05,71.0
2011-12-05,68.0
2011-12-06,73.0
2011-12-06,72.0
2011-12-06,70.0
2011-12-06,72.0
2011-12-06,72.0
2011-12-06,70.0
2011-12-06,73.0
2011-12-06,67.0
2011-12-07,73.0
2011-12-07,71.0
2011-12-07,70.0
2011-12-07,69.0
2011-12-07,72.0
2011-12-07,68.0
2011-12-07,65.0
2011-12-07,70.0
2011-12-08,73.0
2011-12-08,71.0
2011-12-08,70.0
2011-12-08,72.0
2011-12-08,72.0
2011-12-08,70.0
2011-12-08,71.0
2011-12-08,67.0
2011-12-09,71.0
2011-12-09,68.0
2011-12-09,70.0
2011-12-09,70.0
2011-12-09,74.0
2011-12-09,66.0
2011-12-09,65.0
2011-12-10,73.0
2011-12-10,72.0
2011-12-10,72.0
2011-12-10,72.0
2011-12-10,72.0
2011-12-10,75.0
2011-12-10,69.0
2011-12-11,73.0
2011-12-11,71.0
2011-12-11,73.0
2011-12-11,70.0
2011-12-11,72.0
2011-12-11,71.0
2011-12-12,77.0
2011-12-12,72.0
2011-12-12,74.0
2011-12-12,76.0
2011-12-12,73.0
2011-12-12,70.0
2011-12-12,74.0
2011-12-12,69.0
2011-12-13,72.0
2011-12-13,71.0
2011-12-13,71.0
2011-12-13,69.0
2011-12-13,73.0
2011-12-13,70.0
2011-12-13,67.0
2011-12-13,69.0
2011-12-14,71.0
2011-12-14,71.0
2011-12-14,70.0
2011-12-14,71.0
2011-12-14,73.0
2011-12-14,70.0
2011-12-14,65.0
2011-12-14,68.0
2011-12-15,73.0
2011-12-15,72.0
2011-12-15,70.0
2011-12-15,72.0
2011-12-15,74.0
2011-12-15,73.0
2011-12-15,68.0
2011-12-15,69.0
2011-12-16,70.0
2011-12-16,71.0
2011-12-16,69.0
2011-12-16,71.0
2011-12-16,73.0
2011-12-16,71.0
2011-12-16,66.0
2011-12-16,69.0
2011-12-17,73.0
2011-12-17,71.0
2011-12-17,71.0
2011-12-17,69.0
2011-12-17,73.0
2011-12-17,67.0
2011-12-18,69.0
2011-12-18,72.0
2011-12-18,71.0
2011-12-18,72.0
2011-12-18,73.0
2011-12-18,74.0
2011-12-18,69.0
2011-12-19,74.0
2011-12-19,72.0
2011-12-19,70.0
2011-12-19,73.0
2011-12-19,72.0
2011-12-19,76.0
2011-12-19,68.0
2011-12-20,72.0
2011-12-20,72.0
2011-12-20,70.0
2011-12-20,74.0
2011-12-20,71.0
2011-12-20,72.0
2011-12-20,70.0
2011-12-21,71.0
2011-12-21,69.0
2011-12-21,72.0
2011-12-21,72.0
2011-12-21,69.0
2011-12-21,69.0
2011-12-21,68.0
2011-12-22,72.0
2011-12-22,71.0
2011-12-22,72.0
2011-12-22,73.0
2011-12-22,70.0
2011-12-22,71.0
2011-12-22,69.0
2011-12-23,72.0
2011-12-23,71.0
2011-12-23,73.0
2011-12-23,69.0
2011-12-23,70.0
2011-12-23,71.0
2011-12-24,70.0
2011-12-24,69.0
2011-12-24,72.0
2011-12-24,71.0
2011-12-24,70.0
2011-12-24,70.0
2011-12-24,65.0
2011-12-25,73.0
2011-12-25,74.0
2011-12-25,73.0
2011-12-25,75.0
2011-12-25,73.0
2011-12-25,69.0
2011-12-26,73.0
2011-12-26,72.0
2011-12-26,72.0
2011-12-26,75.0
2011-12-26,71.0
2011-12-26,71.0
2011-12-26,69.0
2011-12-27,72.0
2011-12-27,71.0
2011-12-27,72.0
2011-12-27,71.0
2011-12-27,70.0
2011-12-27,76.0
2011-12-27,69.0
2011-12-28,73.0
2011-12-28,71.0
2011-12-28,72.0
2011-12-28,69.0
2011-12-28,72.0
2011-12-28,69.0
2011-12-29,73.0
2011-12-29,72.0
2011-12-29,70.0
2011-12-29,73.0
2011-12-29,71.0
2011-12-29,77.0
2011-12-29,70.0
2011-12-30,72.0
2011-12-30,71.0
2011-12-30,66.0
2011-12-30,71.0
2011-12-30,65.0
2011-12-30,70.0
2011-12-30,73.0
2011-12-31,63.0
2011-12-31,67.0
2011-12-31,71.0
2011-12-31,65.0
2011-12-31,67.0
2011-12-31,65.0
2011-12-31,67.0
2013-12-01,77.0
2013-12-01,76.0
2013-12-01,76.0
2013-12-01,72.0
2013-12-01,70.0
2013-12-01,68.0
2013-12-02,71.0
2013-12-02,70.0
2013-12-02,73.0
2013-12-02,74.0
2013-12-02,68.0
2013-12-02,73.0
2013-12-02,68.0
2013-12-02,67.0
2013-12-03,71.0
2013-12-03,71.0
2013-12-03,75.0
2013-12-03,72.0
2013-12-03,79.0
2013-12-03,70.0
2013-12-03,68.0
2013-12-03,75.0
2013-12-04,69.0
2013-12-04,69.0
2013-12-04,73.0
2013-12-04,70.0
2013-12-04,69.0
2013-12-04,66.0
2013-12-04,66.0
2013-12-04,68.0
2013-12-05,68.0
2013-12-05,67.0
2013-12-05,73.0
2013-12-05,67.0
2013-12-05,64.0
2013-12-05,64.0
2013-12-05,75.0
2013-12-05,68.0
2013-12-06,68.0
2013-12-06,69.0
2013-12-06,74.0
2013-12-06,69.0
2013-12-06,70.0
2013-12-06,65.0
2013-12-06,67.0
2013-12-06,70.0
2013-12-07,69.0
2013-12-07,71.0
2013-12-07,78.0
2013-12-07,69.0
2013-12-07,73.0
2013-12-07,70.0
2013-12-08,70.0
2013-12-08,69.0
2013-12-08,78.0
2013-12-08,73.0
2013-12-08,74.0
2013-12-08,72.0
2013-12-08,83.0
2013-12-09,72.0
2013-12-09,72.0
2013-12-09,78.0
2013-12-09,73.0
2013-12-09,70.0
2013-12-09,67.0
2013-12-09,69.0
2013-12-09,68.0
2013-12-10,76.0
2013-12-10,76.0
2013-12-10,75.0
2013-12-10,75.0
2013-12-10,74.0
2013-12-10,73.0
2013-12-10,72.0
2013-12-10,70.0
2013-12-11,75.0
2013-12-11,75.0
2013-12-11,75.0
2013-12-11,74.0
2013-12-11,76.0
2013-12-11,70.0
2013-12-11,69.0
2013-12-11,70.0
2013-12-12,69.0
2013-12-12,72.0
2013-12-12,75.0
2013-12-12,72.0
2013-12-12,76.0
2013-12-12,67.0
2013-12-12,65.0
2013-12-12,68.0
2013-12-13,71.0
2013-12-13,75.0
2013-12-13,74.0
2013-12-13,71.0
2013-12-13,69.0
2013-12-13,71.0
2013-12-13,71.0
2013-12-13,76.0
2013-12-14,71.0
2013-12-14,71.0
2013-12-14,77.0
2013-12-14,73.0
2013-12-14,78.0
2013-12-14,73.0
2013-12-14,72.0
2013-12-15,71.0
2013-12-15,69.0
2013-12-15,73.0
2013-12-15,69.0
2013-12-15,69.0
2013-12-15,68.0
2013-12-16,68.0
2013-12-16,68.0
2013-12-16,72.0
2013-12-16,67.0
2013-12-16,65.0
2013-12-16,63.0
2013-12-16,69.0
2013-12-16,64.0
2013-12-17,65.0
2013-12-17,68.0
2013-12-17,72.0
2013-12-17,74.0
2013-12-17,73.0
2013-12-17,70.0
2013-12-17,64.0
2013-12-17,63.0
2013-12-17,72.0
2013-12-18,70.0
2013-12-18,72.0
2013-12-18,73.0
2013-12-18,70.0
2013-12-18,72.0
2013-12-18,66.0
2013-12-18,63.0
2013-12-18,72.0
2013-12-19,69.0
2013-12-19,70.0
2013-12-19,71.0
2013-12-19,70.0
2013-12-19,72.0
2013-12-19,72.0
2013-12-19,69.0
2013-12-19,71.0
2013-12-19,68.0
2013-12-20,69.0
2013-12-20,72.0
2013-12-20,75.0
2013-12-20,70.0
2013-12-20,73.0
2013-12-20,75.0
2013-12-20,69.0
2013-12-20,79.0
2013-12-20,70.0
2013-12-21,71.0
2013-12-21,75.0
2013-12-21,76.0
2013-12-21,74.0
2013-12-21,71.0
2013-12-21,67.0
2013-12-21,69.0
2013-12-22,67.0
2013-12-22,69.0
2013-12-22,69.0
2013-12-22,72.0
2013-12-22,67.0
2013-12-23,73.0
2013-12-23,72.0
2013-12-23,74.0
2013-12-23,71.0
2013-12-23,72.0
2013-12-23,73.0
2013-12-23,69.0
2013-12-23,64.0
2013-12-23,68.0
2013-12-24,74.0
2013-12-24,73.0
2013-12-24,75.0
2013-12-24,70.0
2013-12-24,75.0
2013-12-24,70.0
2013-12-24,63.0
2013-12-24,70.0
2013-12-25,73.0
2013-12-25,73.0
2013-12-25,76.0
2013-12-25,73.0
2013-12-25,68.0
2013-12-25,67.0
2013-12-26,67.0
2013-12-26,72.0
2013-12-26,74.0
2013-12-26,71.0
2013-12-26,74.0
2013-12-26,68.0
2013-12-26,77.0
2013-12-26,70.0
2013-12-27,74.0
2013-12-27,73.0
2013-12-27,75.0
2013-12-27,71.0
2013-12-27,73.0
2013-12-27,69.0
2013-12-27,79.0
2013-12-27,70.0
2013-12-28,75.0
2013-12-28,74.0
2013-12-28,73.0
2013-12-28,68.0
2013-12-28,74.0
2013-12-28,73.0
2013-12-28,74.0
2013-12-28,71.0
2013-12-29,75.0
2013-12-29,73.0
2013-12-29,72.0
2013-12-29,71.0
2013-12-29,73.0
2013-12-29,68.0
2013-12-29,70.0
2013-12-30,74.0
2013-12-30,72.0
2013-12-30,72.0
2013-12-30,72.0
2013-12-30,70.0
2013-12-30,64.0
2013-12-30,69.0
2013-12-31,67.0
2013-12-31,68.0
2013-12-31,75.0
2013-12-31,73.0
2013-12-31,65.0
2013-12-31,71.0
2014-12-01,73.0
2014-12-01,72.0
2014-12-01,74.0
2014-12-01,74.0
2014-12-01,72.0
2014-12-01,70.0
2014-12-01,70.0
2014-12-01,68.0
2014-12-02,73.0
2014-12-02,71.0
2014-12-02,74.0
2014-12-02,75.0
2014-12-02,72.0
2014-12-02,68.0
2014-12-02,62.0
2014-12-02,70.0
2014-12-03,71.0
2014-12-03,69.0
2014-12-03,72.0
2014-12-03,74.0
2014-12-03,73.0
2014-12-03,68.0
2014-12-03,68.0
2014-12-03,67.0
2014-12-04,72.0
2014-12-04,67.0
2014-12-04,73.0
2014-12-04,77.0
2014-12-04,72.0
2014-12-04,66.0
2014-12-04,67.0
2014-12-04,70.0
2014-12-05,71.0
2014-12-05,70.0
2014-12-05,70.0
2014-12-05,76.0
2014-12-05,75.0
2014-12-05,68.0
2014-12-05,70.0
2014-12-05,73.0
2014-12-06,68.0
2014-12-06,72.0
2014-12-06,76.0
2014-12-06,76.0
2014-12-06,65.0
2014-12-06,66.0
2014-12-06,70.0
2014-12-07,65.0
2014-12-07,67.0
2014-12-07,67.0
2014-12-07,62.0
2014-12-07,64.0
2014-12-07,66.0
2014-12-08,69.0
2014-12-08,67.0
2014-12-08,78.0
2014-12-08,77.0
2014-12-08,69.0
2014-12-08,62.0
2014-12-08,62.0
2014-12-09,70.0
2014-12-09,69.0
2014-12-09,76.0
2014-12-09,75.0
2014-12-09,70.0
2014-12-09,65.0
2014-12-09,64.0
2014-12-09,70.0
2014-12-10,70.0
2014-12-10,67.0
2014-12-10,78.0
2014-12-10,76.0
2014-12-10,75.0
2014-12-10,61.0
2014-12-10,63.0
2014-12-10,72.0
2014-12-11,74.0
2014-12-11,74.0
2014-12-11,74.0
2014-12-11,75.0
2014-12-11,74.0
2014-12-11,70.0
2014-12-11,69.0
2014-12-11,71.0
2014-12-12,71.0
2014-12-12,70.0
2014-12-12,71.0
2014-12-12,71.0
2014-12-12,68.0
2014-12-12,64.0
2014-12-12,68.0
2014-12-13,74.0
2014-12-13,73.0
2014-12-13,78.0
2014-12-13,74.0
2014-12-13,67.0
2014-12-13,71.0
2014-12-14,73.0
2014-12-14,71.0
2014-12-14,71.0
2014-12-14,68.0
2014-12-14,70.0
2014-12-14,67.0
2014-12-15,72.0
2014-12-15,71.0
2014-12-15,70.0
2014-12-15,77.0
2014-12-15,72.0
2014-12-15,71.0
2014-12-15,72.0
2014-12-15,65.0
2014-12-16,74.0
2014-12-16,71.0
2014-12-16,74.0
2014-12-16,75.0
2014-12-16,74.0
2014-12-16,69.0
2014-12-16,72.0
2014-12-16,66.0
2014-12-17,72.0
2014-12-17,71.0
2014-12-17,74.0
2014-12-17,77.0
2014-12-17,75.0
2014-12-17,71.0
2014-12-17,64.0
2014-12-17,70.0
2014-12-18,74.0
2014-12-18,72.0
2014-12-18,75.0
2014-12-18,74.0
2014-12-18,73.0
2014-12-18,71.0
2014-12-18,71.0
2014-12-18,69.0
2014-12-19,75.0
2014-12-19,76.0
2014-12-19,76.0
2014-12-19,78.0
2014-12-19,75.0
2014-12-19,71.0
2014-12-19,68.0
2014-12-19,70.0
2014-12-20,74.0
2014-12-20,78.0
2014-12-20,78.0
2014-12-20,76.0
2014-12-20,72.0
2014-12-20,81.0
2014-12-21,70.0
2014-12-21,76.0
2014-12-21,72.0
2014-12-21,78.0
2014-12-21,72.0
2014-12-22,74.0
2014-12-22,73.0
2014-12-22,72.0
2014-12-22,77.0
2014-12-22,68.0
2014-12-22,68.0
2014-12-22,69.0
2014-12-22,67.0
2014-12-23,70.0
2014-12-23,70.0
2014-12-23,73.0
2014-12-23,76.0
2014-12-23,71.0
2014-12-23,69.0
2014-12-23,72.0
2014-12-23,68.0
2014-12-24,66.0
2014-12-24,68.0
2014-12-24,69.0
2014-12-24,68.0
2014-12-24,66.0
2014-12-24,70.0
2014-12-24,64.0
2014-12-25,61.0
2014-12-25,77.0
2014-12-25,76.0
2014-12-25,66.0
2014-12-25,60.0
2014-12-25,62.0
2014-12-25,66.0
2014-12-26,63.0
2014-12-26,66.0
2014-12-26,70.0
2014-12-26,63.0
2014-12-26,63.0
2014-12-26,76.0
2014-12-26,65.0
2014-12-27,63.0
2014-12-27,65.0
2014-12-27,62.0
2014-12-27,68.0
2014-12-27,72.0
2014-12-27,62.0
2014-12-28,63.0
2014-12-28,69.0
2014-12-28,67.0
2014-12-28,64.0
2014-12-28,76.0
2014-12-28,68.0
2014-12-29,63.0
2014-12-29,69.0
2014-12-29,72.0
2014-12-29,64.0
2014-12-29,68.0
2014-12-29,63.0
2014-12-29,57.0
2014-12-29,67.0
2014-12-30,67.0
2014-12-30,66.0
2014-12-30,75.0
2014-12-30,63.0
2014-12-30,63.0
2014-12-30,64.0
2014-12-31,56.0
2014-12-31,64.0
2014-12-31,72.0
2014-12-31,56.0
2014-12-31,59.0
2014-12-31,57.0
2015-12-01,75.0
2015-12-01,78.0
2015-12-01,69.0
2015-12-01,73.0
2015-12-01,73.0
2015-12-02,77.0
2015-12-02,74.0
2015-12-02,76.0
2015-12-02,65.0
2015-12-02,76.0
2015-12-02,74.0
2015-12-02,70.0
2015-12-03,75.0
2015-12-03,75.0
2015-12-03,76.0
2015-12-03,76.0
2015-12-03,75.0
2015-12-03,75.0
2015-12-03,71.0
2015-12-04,75.0
2015-12-04,80.0
2015-12-04,77.0
2015-12-04,81.0
2015-12-04,74.0
2015-12-04,75.0
2015-12-04,71.0
2015-12-05,75.0
2015-12-05,72.0
2015-12-05,76.0
2015-12-05,70.0
2015-12-05,70.0
2015-12-06,75.0
2015-12-06,73.0
2015-12-06,72.0
2015-12-06,71.0
2015-12-07,71.0
2015-12-07,70.0
2015-12-07,79.0
2015-12-07,69.0
2015-12-07,69.0
2015-12-07,69.0
2015-12-08,70.0
2015-12-08,69.0
2015-12-08,73.0
2015-12-08,71.0
2015-12-08,71.0
2015-12-08,68.0
2015-12-08,70.0
2015-12-09,74.0
2015-12-09,77.0
2015-12-09,79.0
2015-12-09,71.0
2015-12-09,72.0
2015-12-09,74.0
2015-12-09,73.0
2015-12-10,74.0
2015-12-10,74.0
2015-12-10,77.0
2015-12-10,71.0
2015-12-10,74.0
2015-12-10,72.0
2015-12-10,70.0
2015-12-11,75.0
2015-12-11,77.0
2015-12-11,78.0
2015-12-11,75.0
2015-12-11,75.0
2015-12-11,72.0
2015-12-12,72.0
2015-12-12,72.0
2015-12-12,76.0
2015-12-12,72.0
2015-12-12,79.0
2015-12-12,71.0
2015-12-13,70.0
2015-12-13,69.0
2015-12-13,78.0
2015-12-13,78.0
2015-12-13,69.0
2015-12-13,69.0
2015-12-14,66.0
2015-12-14,69.0
2015-12-14,77.0
2015-12-14,69.0
2015-12-14,67.0
2015-12-15,74.0
2015-12-15,75.0
2015-12-15,79.0
2015-12-15,75.0
2015-12-15,73.0
2015-12-15,74.0
2015-12-16,75.0
2015-12-16,75.0
2015-12-16,75.0
2015-12-16,82.0
2015-12-16,75.0
2015-12-16,74.0
2015-12-16,73.0
2015-12-17,74.0
2015-12-17,72.0
2015-12-17,77.0
2015-12-17,74.0
2015-12-17,74.0
2015-12-17,75.0
2015-12-17,69.0
2015-12-18,75.0
2015-12-18,73.0
2015-12-18,76.0
2015-12-18,75.0
2015-12-18,74.0
2015-12-18,72.0
2015-12-18,71.0
2015-12-19,76.0
2015-12-19,78.0
2015-12-19,78.0
2015-12-19,76.0
2015-12-19,76.0
2015-12-19,68.0
2015-12-20,74.0
2015-12-20,75.0
2015-12-20,73.0
2015-12-20,74.0
2015-12-20,72.0
2015-12-21,75.0
2015-12-21,75.0
2015-12-21,78.0
2015-12-21,75.0
2015-12-22,74.0
2015-12-22,74.0
2015-12-22,77.0
2015-12-22,75.0
2015-12-22,74.0
2015-12-22,71.0
